10	0.000068
10	0.000032
10	0.000028
10	0.000027
10	0.000027
10	0.000026
10	0.000026
10	0.000026
10	0.000026
10	0.000026
100	0.000050
100	0.000020
100	0.000019
100	0.000018
100	0.000018
100	0.000018
100	0.000018
100	0.000018
100	0.000018
100	0.000018
1000	0.000045
1000	0.000019
1000	0.000017
1000	0.000017
1000	0.000017
1000	0.000017
1000	0.000016
1000	0.000017
1000	0.000017
1000	0.000016
10000	0.000047
10000	0.000020
10000	0.000018
10000	0.000017
10000	0.000018
10000	0.000017
10000	0.000017
10000	0.000017
10000	0.000017
10000	0.000017
100000	0.000048
100000	0.000022
100000	0.000019
100000	0.000030
100000	0.000021
100000	0.000019
100000	0.000019
100000	0.000018
100000	0.000019
100000	0.000019
1000000	0.000194
1000000	0.000060
1000000	0.000057
1000000	0.000056
1000000	0.000057
1000000	0.000056
1000000	0.000056
1000000	0.000058
1000000	0.000058
1000000	0.000057
10000000	0.000729
10000000	0.000413
10000000	0.000413
10000000	0.000412
10000000	0.000411
10000000	0.000412
10000000	0.000410
10000000	0.000411
10000000	0.000411
10000000	0.000411
